% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE vader_polarity NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC
@ATTRIBUTE O NUMERIC
@ATTRIBUTE V NUMERIC
@ATTRIBUTE D NUMERIC
@ATTRIBUTE A NUMERIC
@ATTRIBUTE N NUMERIC
@ATTRIBUTE "," NUMERIC
@ATTRIBUTE ^ NUMERIC
@ATTRIBUTE L NUMERIC
@ATTRIBUTE ~ NUMERIC
@ATTRIBUTE @ NUMERIC
@ATTRIBUTE U NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE E NUMERIC
@ATTRIBUTE ! NUMERIC
@ATTRIBUTE & NUMERIC
@ATTRIBUTE R NUMERIC
@ATTRIBUTE # NUMERIC
@ATTRIBUTE G NUMERIC
@ATTRIBUTE T NUMERIC
@ATTRIBUTE M NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE S NUMERIC
@ATTRIBUTE Z NUMERIC
@ATTRIBUTE Y NUMERIC

@DATA
0,106,pro_romney,0,'trogadoru chang vote romney obamadebt kill futur gener barackobama debat obama romn',1,0,2,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,129,pro_obama,0,'teapartycat mitt romney ceo tell employe think vote employe yearn live dictat',0,2,7,2,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,64,pro_obama,0,'jonahhil think im gonna slutti mitt romney halloween',0,1,3,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,104,pro_romney,0,'obama lie american die libyan attack wa botch kidnap trade wtc bomb blind sheikh post',4,1,6,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,pro_obama,0,'hemin forget mitt romney id like see bruce springsteen tax return befor someon tri shove hi work class shtic',0,0,7,1,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,pro_romney,0,'liber paper endors romney time anoth chang mitt romn',0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,pro_romney,0,'sorri michel obama molli america first ladi',1,0,1,0,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,130,pro_obama,0,'adamlevin romney america one terrifi prospect could possibl imagin urg take closer look',0,3,6,3,1,1,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
0,64,pro_obama,0,'valeriejoseph92 massachusett hate romney mull',1,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,54,pro_romney,0,'quentinhart reason whi romney presid gt',0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,96,pro_romney,0,'say though incred pleas romney perform overal debat lynndeb',0,2,3,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,118,pro_obama,0,'rolandsmartin romney talk sanction iran obama ha alreadi put place thi utter nonsens !',1,2,4,0,1,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,55,pro_obama,0,'bj0252 iamheathert mitt romney babbl like ramona',0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,pro_romney,0,'id rather move north korea live countri obama presid anoth four year notkid actuallyiam romney2012',0,0,5,2,0,3,0,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
1,90,pro_romney,0,'jerryazumah except obama joke like guy run hopeless 04again',2,1,2,2,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,128,pro_obama,0,'lukewearechang obama amp romney joke amp clown pander idiot justifi vote caus',2,3,4,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107,pro_romney,0,'macrang obama threw ship builder virginia bu tonight along biden tcot lynndeb',0,0,1,2,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,113,pro_obama,0,'clayton_ward15 appar mitt romney use hi hand much talk concern lol',1,2,2,2,2,1,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
2,129,pro_obama,0,'nancywond mitt romney campaign 25 million debt thi guy cant manag hi campaign rich dont trust give directli ?',1,0,5,3,1,6,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0
0,46,pro_obama,0,'cnn obama 48 romney 40 cb obama 53 romney 23',0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1,130,pro_romney,0,'slackadjust guess still school live home food stamp obama phone want free stuff mayb 18 ?',0,0,3,3,1,7,1,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0
0,113,pro_obama,0,'stage barack michel last night wa probabl black peopl romney ever around',0,0,3,2,2,3,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
0,129,pro_romney,0,'nickcannon know drug dealer 2 strike said would never vote romney fool cant vote ani damn way lol pa !',2,4,7,2,1,6,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,94,pro_obama,0,'pleas de friend plan vote mitt romney put nail civil r',0,3,5,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,pro_romney,0,'cgpb amp cannot deni obama lie american public amp 4 american die potu lie',4,3,10,0,1,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,114,pro_obama,0,'simonhelberg twitter avatar hold giant dead fish dont need hashtag romney impli',1,2,7,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,97,pro_romney,0,'toddkincannon obama knew libya wa terrorist attack flew parti vega anyway ?',1,0,3,1,1,3,1,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2,47,pro_obama,0,'news obama romney talk peac pois wa',0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,91,pro_obama,0,'whi receiv bunch elect mail republican im regist democrat ?',0,1,2,2,1,4,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,101,pro_romney,0,'walterdalton quit say start say republican gener assembl',0,3,4,1,1,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
2,132,pro_romney,0,'tulsigabbard advertis work across parti line becaus im support im republican navi gonavybeatarmy!',0,2,4,1,2,4,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
0,70,pro_romney,0,'ghettoenglish obama call romney governor translat lil n gga',0,0,1,0,1,2,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,109,pro_romney,0,'theteaparty_net agre clint next obama term hi last tcot tlot teaparty!',0,1,3,3,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,pro_romney,0,'romney fundrais plan thursday hong kon',0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,pro_obama,0,'dabieberdimpl scooter everyon greet obama handshak amp pleasur meet mr presid came bieber turn',0,1,4,1,0,6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,100,pro_obama,0,'thinkprogress romney refus provid accur birth certif children sex parent',1,0,2,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,115,pro_obama,0,'nbcnew colin powel endors obama second term cite presid effort afghanistan tackl terrori',0,0,3,0,1,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,62,pro_obama,1,'kenineastman love obama columbia lol part_deux heh! !',0,2,1,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,71,pro_romney,0,'wagnergirl obama kill osama funni dont rememb see there?',2,2,4,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,131,pro_romney,0,'ewerickson obama put ad compar vote lose ur virgin hi problem mani treat 2008 1 night stand',2,2,6,2,1,5,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,99,pro_obama,0,'new blog post wait air forc one presid obama america forward tour cleveland ohio!',0,0,3,0,2,4,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,52,pro_obama,0,'barackobama mr obama sir vote ! ! ! ! ! !',0,2,1,0,0,1,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,130,pro_obama,0,'billmah im tire everi republican politician medic supergeniu vagina want hear gynecologist talk',1,1,4,2,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,89,pro_obama,0,'fivethirtyeight obama 72 win elector colleg tonight 538 forecast 71 yesterday',0,0,1,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0
0,83,pro_obama,0,'radiopakistan pakistani commun chicago favour obama us presidenti poll',0,1,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,pro_romney,0,'said vote mitt romney thi nigga said dude kill yoself',1,2,4,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,47,pro_romney,0,'sun sentinel endors mitt romney presid',0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70,pro_obama,0,'thedemocrat romney mormon mormon think women sex slave !',1,0,3,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,pro_obama,0,'liberalcanuck presid obama morningjo monday ! !',0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,130,pro_obama,0,'tuxcedocat mitt romney danger ignor irrespons lie ha valu posit appear wil',3,1,5,2,2,2,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
0,52,pro_obama,0,'want romney die hurricanesandi sorrynotsorri',1,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,80,pro_romney,0,'rightcandid obama run al qaeda call muslim kidnap western',0,0,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,pro_romney,0,'vote romney caus american bow one fear noth save live let die',2,1,7,1,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,96,pro_romney,0,'jilevin think progress anti busi obama best presid corpor profit sinc 190',0,0,3,0,2,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,131,pro_romney,0,'jedediahbila liber excit new york time endors obama kid shock news obama vote',1,1,6,1,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,pro_romney,0,'iamgbj11 im romney guy even call thi ignor mention wrote instead',1,2,4,3,1,1,0,1,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0
0,133,pro_obama,0,'kylejberub u say bloodi romney 3 time mirror w light mitt romney pop mirror take away basic',1,1,4,3,2,4,0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,58,pro_obama,0,'mikeav thi weather mitt romney shit bullshit!',2,0,0,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,pro_romney,0,'dphaw wish could vote romney twice know onli reserv democrat',0,3,5,0,0,2,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
0,100,pro_obama,0,'ahurricanesandi lol threw priu field cuz bitch romney 2012 bumber sticker',1,0,2,4,0,5,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,131,pro_obama,0,'thedailyedg much contempt doe romney ohio worker jeep say lie ohioan move china romney ?',2,1,5,1,1,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,129,pro_romney,0,'literallyfedup 7hoursofhel beg help wait obama send calvari betray sit presid',1,0,5,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,122,pro_romney,0,'kesgardn paper endors obama 2008 wrong thi year endors republican mitt romney presid',1,2,4,1,2,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,102,pro_romney,0,'whiteshot hi dan thank follow look forward tweet great week go romney !',0,1,4,2,1,3,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,61,pro_obama,0,'elect take care next week obama sandi',0,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,46,pro_obama,0,'_obeyashle obama nut romney ass',0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,pro_romney,0,'m_mcaulay 5 reason vote romney obama',0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,128,pro_romney,0,'kingsleyyy go stand middl traffic realdonaldtrump obama stand puddl act like presiden ?',0,1,6,3,0,4,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,119,pro_romney,0,'pearly2004 youv got watch thi video weapon go al qaeda help obama hell go on! !',1,1,5,3,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,131,pro_romney,0,'wowfactsoflif presid obama wa known heavi marijuana smoker hi teen colleg day hi nicknam use barack',0,0,5,3,2,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,118,pro_obama,0,'dudette9t9 veteran whose son serv afghanistan share whi support pre obama amp keep va blu',0,2,6,1,0,2,0,6,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2,135,pro_obama,0,'kattwillliam mitt romney look like dude elev act like doesnt see come let fuck door close',1,3,5,3,2,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,121,pro_romney,0,'obama liber act like theyr replac ineffect obama new improv obama failur',2,0,4,2,3,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,37,pro_obama,0,'martin sheen romney stupid arrogan',1,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,pro_romney,0,'annie_bannani voiceofapatriot tell geraldo unlik obama dont apolog terrorist',0,2,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,130,pro_obama,0,'borowitzreport republican go abraham lincoln teddi roosevelt mitt romney wonder dont believ evolut',0,1,4,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,119,pro_romney,1,'wow amaz poll shot like rocket florida give mitt romney huge 57 lead everi minut see growth ! !',0,1,3,4,2,5,2,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,108,pro_romney,0,'stevegerritsen romneyryan2012 bu co live tweet see thi former obama support romney',0,0,3,2,1,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,86,pro_romney,0,'govchristi play obama laugh call charli crist sad',1,2,4,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,119,pro_obama,0,'augrad1997 pecosroybean omg maggot brain ugh fuck u cant wait make fun obama win',2,3,6,2,0,3,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,88,pro_romney,0,'lfrankurban rupert murdoch chri christi must declar mitt romney take blame',1,0,5,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,129,pro_obama,0,'theonlydjqual everyon els find inner empow black woman amp vote reelect obama thi tuesday fear count',1,1,4,3,3,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,68,pro_romney,0,'noelsheppard freudian slip candi crowley call presid romney',0,1,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,pro_obama,0,'black grassroot activist protest obama fundrais citi hall amp abc7chicag',1,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,119,pro_obama,0,'luvthafunk everybodi still need 2 vote 2 make happen susiefierc ooh nate ha obama chanc win 85 1 0',0,0,6,0,0,3,0,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0
0,87,pro_romney,0,'denni miller slam obama libya reveng remark stink hi job nasti guy',3,0,3,2,1,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,127,pro_obama,0,'barackobama presid obama matter tough time thi togeth rise fall one nation one peo',1,2,4,2,1,5,0,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0
0,129,pro_romney,0,'cuban born john sununu former gov nh say obama born hawaii learn american understand ?',0,2,8,1,1,2,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,118,pro_romney,0,'xgirlnyc homedepot founder said obama voter shot say romneystench base hate fail',2,0,5,0,1,5,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
1,60,pro_obama,0,'shaundross mitt romney might well vote obama ! !',0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
0,67,pro_obama,0,'lolgop mitt romney presid would disast countr',1,0,2,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,pro_romney,0,'ye obama threaten judeo christian valu gop cherrypick squash healthcar educ equal',1,0,1,0,0,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,57,pro_romney,0,'sh_tnobody_say hope mitt romney becom presid ! !',0,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,68,pro_obama,0,'thetimmytebow im predict obama take earli lead tomorrow',0,0,3,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,pro_romney,0,'let move forward get rid obama',0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,41,pro_obama,0,'republican vote presid obama',0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,55,pro_obama,0,'uoy_kcuf_ romney win im move philippin',0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,128,pro_romney,0,'yap onli one tlmakehersayay onli one confid obama win thi elect ? ?',0,4,4,3,3,2,2,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
0,24,pro_obama,0,'lilkeith95 rt obama',0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,63,pro_obama,0,'_itweet_random romney win drop mic play riot 2 chainz',0,0,3,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,95,pro_romney,0,'republicangop america voic heard loud clear dure elect 2012 byebyeobama',1,0,3,1,2,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,94,pro_obama,0,'peopl vote obama job republican get work tweet irrelev',1,0,4,1,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,27,pro_obama,0,'iam_breezyj vote obama :)!',0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,128,pro_obama,0,'thedailyedg ran pari dure vietnam pioneer outsourc china bank switzerland romney biggest talent b',0,3,2,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,pro_romney,0,'bigdev55 retweet 2 thing fals haha im republican get votewhite!',1,2,3,0,2,2,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
0,133,pro_obama,0,'jess_me_at_six poll open onli matter hour thought peopl actual vote romney petrifi',0,0,6,3,0,5,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,58,pro_romney,0,'fortyninerlov gtotheanb ladydi0723 god bless romney 2012',0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,130,pro_romney,0,'x3500cocox vote tomorrow select democrat befor u select obama u obama remov ballo',0,3,8,2,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,79,pro_romney,0,'kesgardn iowa may tip mitt obama path 270 get harder gt',0,0,5,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,85,pro_obama,0,'lemmi romney perfect world would grant 100 obama motorhead',0,0,3,2,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,45,pro_romney,0,'mitt romney flip flop rise ocean',0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,pro_obama,0,'mmflint rise amp shine go take obama elect day photo tweet 2012photo amp ill post si !',0,3,5,2,0,7,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,40,pro_obama,0,'avb_jld id b devast romney win',1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89,pro_obama,0,'rsantiagohudson wa us citizen would sure vote obama finger cross ;)',0,3,3,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,59,pro_romney,0,'would yall rather vote romney vote lol',0,2,3,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
0,133,pro_obama,0,'theyluv_jazzi vote obama vote obama vote obama vote obama vote obama vote obama vote obama vote obama vote obama vote obama vote',0,0,11,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,pro_obama,0,'_beautifultric obama 3 becaus mani idiot post pic instagram etc pleas smart thi !',1,1,5,0,3,2,1,3,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0
0,48,pro_obama,0,'hope barack obama stay presid america',0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,pro_romney,0,'45_shawdi go obama cnt rememb da nigga name fuckem presid still black ! ! ! ! ! ! !',0,0,4,2,2,3,7,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,100,pro_romney,0,'saw tweet say age 13 17 could vote obama would win million areyoudumb gotoschool',0,0,6,1,0,4,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0,124,pro_obama,0,'fckyou_imflyy romney talk obama obama talk nation romney say obama say pay attent small',0,2,5,2,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,pro_obama,0,'cooolasfukk whi vote romney lmao',0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2,126,pro_obama,0,'supreme_corttt yo go anywher mitt romney win go wake ass morn amp go work',0,0,6,2,1,3,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,50,pro_obama,0,'iimneek mann ii want move forward obama',0,1,3,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,126,pro_obama,0,'echemadubuik romney talk obama obama talk nation romney say obama say pay attent',0,2,5,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,48,pro_obama,1,'think obama win florida realli hope',0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,54,pro_obama,0,'_______vanilla imsickof romney ugli self teamobama',1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,pro_obama,0,'jacobjewels_ ohio florida virginia show favor toward obama pleasssseee',0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,109,pro_obama,0,'niggastewstew romney win im move ______ gon stay broke ass right shut fuck',2,1,5,2,1,2,0,2,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0
0,35,pro_obama,0,'florida need vote obama ! !',0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,pro_romney,0,'im sorri tweet anyth obama ohana rhyme gay shit',2,1,2,0,2,3,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,74,pro_romney,0,'harpergain obama anti christ world end thi year shitti',0,0,3,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,126,pro_obama,0,'darkskin block unfollow report spam tell ya mama aint sh whatev like presid barack ! !',0,3,9,2,0,4,2,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0
1,104,pro_romney,0,'wanna know screw world gonna end caus obama tellm justtellme?',1,3,10,1,0,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
1,45,pro_obama,0,'obama victori tweet blow news feed',0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,103,pro_obama,0,'jordyn_ashle realli wanna see romney gonna final respect obama hi speech',0,1,5,2,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,124,pro_obama,0,'ayankhayro mitt romney said cant afford colleg school isnt well mitt cant win elect pre',0,3,6,2,0,4,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,85,pro_romney,0,'jamaineb92 obama famili beauti famili go histori ! ! !',0,0,3,2,1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,32,pro_romney,0,'dont care america obama',0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,56,pro_obama,0,'bbcbreak watch presid obama victori speech ful',0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,103,pro_obama,0,'justinbieb alot emot right congrat presid obama im canadian im good freehealthcar :)',0,0,0,0,2,4,0,2,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
1,10,pro_obama,1,'obama win',0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19,pro_obama,1,'thank god obama',0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,pro_obama,1,'obama winner',0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,59,pro_obama,0,'saranjaymanohar obama obvious better manag america',0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,54,pro_obama,0,'presid win elect write us letter',0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,126,pro_obama,0,'tnyfrontrow differ clear romney call ann best choic ive ever made obama call michel woman agre',0,1,5,4,2,3,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2,132,pro_obama,0,'chriscuomo 2term good luck presid obama hope respond need exist polit peopl prioriti',0,2,6,2,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,128,pro_obama,0,'excit elect wa success still astound number peopl actual vote romney',0,0,5,2,1,3,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
1,35,pro_obama,1,'kimsthoughts_ happi birthday obama',0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
