% Twitter Data
@RELATION tweets

@ATTRIBUTE positive_words NUMERIC
@ATTRIBUTE . NUMERIC
@ATTRIBUTE : NUMERIC
@ATTRIBUTE ) NUMERIC
@ATTRIBUTE $ NUMERIC
@ATTRIBUTE CC NUMERIC
@ATTRIBUTE CD NUMERIC
@ATTRIBUTE DT NUMERIC
@ATTRIBUTE EX NUMERIC
@ATTRIBUTE FW NUMERIC
@ATTRIBUTE IN NUMERIC
@ATTRIBUTE JJ NUMERIC
@ATTRIBUTE JJR NUMERIC
@ATTRIBUTE JJS NUMERIC
@ATTRIBUTE LS NUMERIC
@ATTRIBUTE MD NUMERIC
@ATTRIBUTE NN NUMERIC
@ATTRIBUTE NNP NUMERIC
@ATTRIBUTE NNS NUMERIC
@ATTRIBUTE PDT NUMERIC
@ATTRIBUTE POS NUMERIC
@ATTRIBUTE PRP NUMERIC
@ATTRIBUTE PRP$ NUMERIC
@ATTRIBUTE RB NUMERIC
@ATTRIBUTE RBR NUMERIC
@ATTRIBUTE RBS NUMERIC
@ATTRIBUTE RP NUMERIC
@ATTRIBUTE SYM NUMERIC
@ATTRIBUTE TO NUMERIC
@ATTRIBUTE UH NUMERIC
@ATTRIBUTE VB NUMERIC
@ATTRIBUTE VBD NUMERIC
@ATTRIBUTE VBG NUMERIC
@ATTRIBUTE VBN NUMERIC
@ATTRIBUTE VBP NUMERIC
@ATTRIBUTE VBZ NUMERIC
@ATTRIBUTE WDT NUMERIC
@ATTRIBUTE WP NUMERIC
@ATTRIBUTE WP$ NUMERIC
@ATTRIBUTE WRB NUMERIC
@ATTRIBUTE sentiment {pro_obama, pro_romney}
@ATTRIBUTE sentence_length NUMERIC
@ATTRIBUTE text STRING
@ATTRIBUTE negative_words NUMERIC

@DATA
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,pro_romney,132,'american1st mitt romney move hi entir offic ny help find worker daughter one know deepli mitt romney care ab',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,46,'soonergrunt romney depressingsitcom',0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,pro_romney,116,'joanwalsh tagg romney want take swing obama tommi thompson son would send back kenya classi',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,128,'mitt romney disrespect obama floor debat wa red meat racist base vote mitt vote hate',3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,64,'kevinmaddendc obama cede futur romney cantafford4mor',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,66,'damonlindelof obama call dad liar would punch dad',2
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,pro_obama,109,'mitt romney ha plan one point plan america give rich keep middl class dont put',0
1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,110,'dude back talkin bout vote romney whisper cuz know im vote obama smh like care',0
0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,129,'socallynn dont distract thi binder crap anoth bigbird dont analyz fact obama lie libya',2
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,pro_romney,55,'rasmussenpol swing state track romney 49 obama 48',0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pro_romney,52,'loudobbsnew welfar depend obama hallmark',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,75,'wait romney actual ha chanc becom presid im move canada',0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,65,'romney look strong ohio landslid ohio goe romney',0
0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,pro_obama,121,'fact checker _ikenna_ 580 000 women romney say lost job obama term wa lie wa actual 83 000 !',2
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,57,'go vote romney come smell truth ? !',1
1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,pro_obama,102,'let fair obama elector map show romney ahead wrong onli show 50 state 57',1
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,57,'nbcpolit poll obama hold hi lead iowa wisconsin',0
0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,pro_obama,131,'romney say dure debat want level play field china 2 stp currenc manipul fact every1 manipul ? !',0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,75,'romney told 31 lie 41 minut wa talk dure 2nd debat',1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,67,'donstoryjr mitt romney excel job tonight romneyryan2012',0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,pro_obama,95,'preciousliberti deficit gdp ratio reagan 4 2 bush sr 4 2 clinton 0 5 bush jr 2 7 obama 8 9',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,61,'captivatingnew romney fade take gop senat hope hi',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,pro_romney,94,'iresistal lockhe accept cash bribe obama announc layoff electio',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,69,'ariberman name richard hay pick mitt romney trash',1
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,109,'obama first presid appli colleg aid foreign student deni wa foreign',1
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,47,'debsaun1 volleybal mom know better obam',0
0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,121,'swaggoutdanni vote obama f ck romney vote obama f ck romney vote obama f ck romney vote obama f ck romney gt gt retweet',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,34,'ukraine07 romney idiot mate',1
2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,68,'repli barrack obama like potato hi golden retriev steak',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,101,'phijohnny31 closer elect get romney make fool nationwid',1
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_obama,39,'obama need like 2 termmmmmzzzz !',0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,128,'echemadubuik mitt romney win elect volunt tribut hunger game debate2012 presidentialdebate2012',0
3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_romney,66,'laxgoalie1 obama look like monkey wonder want win',0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,38,'khaledholm romney 1 obama goos egg',0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,89,'dragonflyjonez made list whi im vote obama vote romney',0
0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,106,'glorybieb vote obama becaus tour white hous got portrait justin w l l',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pro_obama,104,'freewoodpost oil discov sesam street mitt romney call much fund need',0
2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_romney,131,'team obama prefer talk libya fast furiou tomorrow get news covererag hi loss tonight debate2012?',2
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,132,'ispeakcomedi presid obama mitt romney alot talk nobodi spoke problem bag chip 80 air',1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,pro_romney,132,'oldhead1 presid obama wa presid tonight romney wa wa wa might alway draft !',0
3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,133,'daniellavan logic wayyy beyond term polit good tri though rich henc whi favor romney basic',0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,pro_romney,74,'cant listen read anyth obama say ignor unnerv',2
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,pro_obama,133,'got nra email announc endors romney ryan ticket total shock idea make thi develop',1
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,pro_romney,128,'jeffdunham walter obama debat serious havent seen brother lose hi smooth fast sinc cuba good jr',1
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,68,'obama fals claim ha plan cut 4 trillion defici',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_romney,103,'stop listen pandora erect becaus obama ad getouttaher',0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,55,'jawa teacher berat student wear romney shir',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,129,'wolfblitz alivelshi cnnsitroom imparti expert say number dont add amp obama support bl',0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,127,'_fuckmittromney nicki minaj vote romney ass isnt even american cant vote lmao stop take song liter',0
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,pro_obama,130,'_mytwitrnam yall pleas rememb mitt romney said want get rid martin luther king jr day becaus irrelev',1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_romney,124,'obama wa debat least tri highlight point hi plan broke mitten kept take jab',1
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,85,'bradmd tonyzump im sorri peopl obama socialist fairi tale ha happi end',1
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,24,'man name mitt lma! !',0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,107,'raybeckerman sanacardi bust gt lie hereditari romney famili wa 8 5b ponzi scheme 2009',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,59,'mattison rt turbokitti romney distort truth green job',1
1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,101,'ebrew79 never like obama high road approach time dure primari cont',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,108,'new yorker eastwood cover featur mitt romney debat empti chair instead presid obama tco',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,48,'babygirlsomajor lmaooooo hell nah cowboy obama',1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,82,'252nc_made fuck go mitt romney yall realli arent shit !',2
1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,132,'obama goe much much deeper dsouza analysi dineshdsouza believ obama serv interest new world order crowd',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,pro_obama,128,'dgtaywitdahand mitt romney becom presid gone start read term amp condit cu might fuck arou',1
1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,pro_romney,133,'wonder ppl knw tht ur old person w thi obama care ur basic go die sinc doctor b requir take younger',1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,50,'romneycampaignin3word romney presid ! ! !',0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,58,'fricken funni zachbraff romney fart young girl',1
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,114,'bbcnewsu sesam street produc urg obama campaign stop use bigbird advert attack romney pb stanc',0
1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,123,'iamthewindowman wa marin alway marin rais hand 2 defend amp protect thi nation mr obama',0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,128,'seek meaning volunteer cleveland weekend prior elect need contact person websit obama2012 women2012',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,44,'damn everi bumber sticker see say romney',1
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_romney,88,'keetoherheart ive sayin f ck romney forev lol shirt say got a!',0
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,71,'mitt romney hide hi tax return break law ? ?',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_romney,19,'lmfao obama bitch',1
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,125,'thedailyedg mitt romney declar war women breastcancerawarenessmonth dont think govern fund',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,pro_obama,125,'mr2ratchet romney becom presid go start read term amp condit might fuck around',1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,118,'fuck funni popular tumblr post time mitt romney suck pass itstru soproud',3
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,129,'hilari team obama alreadi spin biden debat loss say ryan lie believ fraud anymor anyway ?',2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,37,'4mbrie bet mitt romney wear croc',0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,99,'stephen_taylor final mattklewi lindsay lohan switch hors endors mitt romney presiden!',0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,57,'obama onli spread leg thi f ck ?',0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_obama,62,'diggapedia whi vote mitt romney neither sh',0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,pro_obama,130,'byronnm romney get tax break send freeport il base sensata china chines flag fli compani w',1
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,pro_obama,128,'ayeitstaylor_ mitt romney said borrow money parent colleg bitch cant even get 5 mom make',1
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,128,'richardgrenel former sun micro ceo romney gt scottmcneali bloombergtv need econom freedom insur person freedom',0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,pro_obama,46,'hawaii prep school gave obama window succ',0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pro_romney,78,'stroamazin favorit romney retweet obama let see win thi shit',1
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,92,'daili ko open thread night owl mittromney hi account dont talk suuuuurrrrrr?',0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,pro_obama,125,'cletisstump napoleon met defeat waterloo let make sure romney meet hi sensata sourcer chief must exp',0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,39,'thelifeofjosh_ dont like mitt romney',0
0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,pro_romney,127,'neiljedmondson obama mother die food stamp hi brother live 1 day romney donat 2 3 million chariti last',1
1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,pro_romney,125,'seanhann saw bretbaier ask voter whi support mittromney said romney realli want job true obama doesnt ev !',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_obama,111,'coward care amp detail boneknightmar leak debat agreement show obama amp romney snivel coward',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,61,'sam_pem waystogetshot wear mitt romney shirt ghetto',1
1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,108,'todd akin mitt think im crazi senat hell paul ryan readi vp waronwomen ?',2
0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,pro_obama,125,'woodhouseb greenhousenyt washpo factcheck give 4 pinocchio romney claim hi job plan creat 12m job htt',0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,96,'leclemot presid clinton explain mitt romney plan huge tax break millionair',1
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,pro_obama,135,'dabitti beachpeanut ericboehlert mmfa right first debat romney total chang everi posit anyon could make sens lie',1
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,pro_obama,118,'romney know much oil obama snake oil sell us whole campaign debat debates!',0
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,pro_romney,134,'polishcunt obama ha ran thi countri 4 year shit hole ha ever mean let open eye',1
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,129,'chrisrbarron toughest decis polit life end stake high whi thi libertarian vote romn',0
1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,pro_romney,138,'pleas write cnnpolit demand apolog moder help obama cover lie call benghazi act terror !',2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pro_romney,49,'dcexamin romney wa right libya exchang',0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,pro_romney,118,'georgevhulm reformedbrok everi time obama say phrase fair share libertarian angel ha hi wing rip',1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_romney,111,'romneyrespons onli obama lie mammogram plnd parenthood hi administr cut mammogram',1
0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pro_obama,112,'followmeobama vote obama fuck romney vote obama fuck romney gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt gt',2
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,pro_obama,132,'barackobama presid obama know women make less men work threaten econom secur entir',0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,pro_obama,52,'billbateman1 honey boo boo endors obam:)',0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,pro_obama,71,'bobbryor mitt romney gonna rais price band merch pass',0
0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,pro_romney,138,'mitt im give job young man go give women hour earli go home cook lol pander chief edshow! ! ! !',0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,pro_obama,130,'political_bil romney idea reach across aisl work democrat wa privat elev state hous',0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,pro_obama,131,'davidaxelrod romney support blunt amend senat hand employ right deni contracept care insur b',2
